"","Fbest","T_abest","F_min","F_max","T_amin","T_amax","logT90","logPeakFlux","errorlogPeakFlux","photon_index","errorphotonindex","logNH","T90_err","Gamma","Alpha","AlphaErr"
"GRB180823A",-10.3003,3.1323,-10.3996,-10.2011,3.01649,3.24811,1.90471554527868,"0.36172783601759284",0.0377647375568045,"1.58","0.05",21.0621399446104,6.89302403001873,2.06097,1.14145,1.141455
"GRB180924A",-10.8965,3.5304,-10.9889,-10.8042,3.41447,3.64633,1.97818051693741,"-0.2218487496163564",0.072382413650542,"1.94","0.14",20.8417679156425,11.8408677727485,1.87764,1.01997,1.0199675
"GRB180925A",-10.997,3.18075,-11.0798,-10.9143,3.1003,3.2612,1.91222205653242,"0.4913616938342727",0.0840569964974036,"1.53","0.13",21.1720497876031,23.2520988175974,1.7684,1.36178,1.361785
"GRB181023A",-9.40653,3.29862,-9.65735,-9.1557,3.08311,3.51414,1.76342799356294,"0.",0.130288344570976,"1.74","0.24",21.3647318043115,8.80705991925374,1.78544,1.164,1.16408
"GRB181103A",-11.0113,3.71006,-11.0566,-10.9659,3.63154,3.78859,0.923244018630276,"-0.09691001300805639",0.108573620475813,"1.90","0.27",21.8021800803218,2.41000585275786,2.1983,0.81937,0.81937
"GRB190109A",-10.929,3.4605,-11.0495,-10.8086,3.32135,3.59964,2.06069784035361,"0.2787536009528289",0.0685728129320924,"0.36","0.47",20.733620114994,33.4435856216658,1.83858,1.20586,1.205855
"GRB190202A",-9.44352,3.28863,-9.45556,-9.43148,3.27719,3.30008,1.28780172993023,"0.8920946026904804",0.0835181695967792,"1.32","0.13",20.8308067234232,6.89043402235768,1.82361,1.44109,1.441095
"GRB190203A",-8.81988,2.80793,-8.83625,-8.80352,2.79176,2.82409,1.98227123303957,"0.4913616938342727",0.0840569964974036,"1.06","0.06",21.8472696577414,16,1.62927,1.39866,1.398655
"GRB190204A",-8.67607,2.5734,-8.68869,-8.66346,2.56146,2.58534,1.42160392686983,"1.4842998393467859",0.0128152470069812,"1.30","0.04",21.7209852487605,7.49263017493553,1.88087,1.44147,1.441475
"GRB190211A",-10.5104,3.41868,-10.5788,-10.4419,3.34935,3.48801,1.09621458534641,"0.2787536009528289",0.0914304172427899,"1.51","0.33",20.8407952722495,1.45731809584274,1.9291,1.2215,1.221515
"GRB190219A",-11.5912,4.52688,-11.6676,-11.5147,4.37567,4.67809,2.22479195649268,"0.2787536009528289",0.0457152086213949,"2.24","0.1",21.2340014424009,12.8003112495262,2.12305,0.9296,0.9295985
"GRB190311A",-11.0329,3.73931,-11.0984,-10.9673,3.62363,3.855,1.23044892137827,"0.25527250510330607",0.072382413650542,"1.80","0.17",21.582518792169,6.80073525436772,2.00488,0.854671,0.8546715
"GRB190511A",-11.577,4.39622,-11.7533,-11.4007,4.28612,4.50633,1.44247976906445,"0.7923916894982539",0.0840569964974036,"1.19","p.10",21.2145900823896,2.35417588983274,2.11564,2.18128,2.18128
"GRB190515B",-11.2285,3.68578,-11.3378,-11.1192,3.51994,3.85161,1.66651798055488,"0.04139268515822508",0.0789626330733185,"1.74","0.15",21.1268252042341,12.2547910006235,1.96696,0.948964,0.9489625
"GRB190519A",-9.645,3.34823,-9.67826,-9.61174,3.29979,3.39667,1.65877432084436,"1.3138672203691535",0.0358398358852198,"1.32","0.24",21.8164733037652,2.85630253194435,1.76831,1.10892,1.108925
"GRB190604B",-10.0302,3.5915,-10.0889,-9.97149,3.51187,3.67113,2.34281731463573,"0.8633228601204559",0.0237969579125069,"1.81PL","2.02184",21.4618690346815,4.735231816739,2.02184,1.14658,1.146585
"GRB190613B",-10.9611,4.42656,-11,-10.9221,4.35914,4.49398,2.20639406443087,"0.7558748556724915",0.0533344100582941,"1.84","0.24",21.4200792489025,16.5402054901977,1.90583,0.987946,0.9879455
"GRB190706B",-11.2376,3.61223,-11.3311,-11.144,3.45744,3.76702,1.40071063677323,"0.146128035678238",0.0620420688433217,"1.90","0.23",21.5298353273365,6.34883608805165,1.98504,0.994626,0.9946245
"GRB190719C",-11.0479,4.666,-11.1253,-10.9705,4.60248,4.72953,2.26881190373978,"0.7403626894942439",0.0236887899219956,"1.64","0.09",20.9538258694985,9.68928564596491,1.5415,1.42354,1.42354
"GRB190821A",-10.36847409,3.502563782,-10.50678799,-10.20226656,3.376190987,3.69086837,1.75663610824585,"0.447158031342219",0.0465315516324913,"2.03,","0.1",21.549357055614,0,1.71274,1.09868891,1.106060305
"GRB190824A",-10.57249958,3.859869434,-10.61040636,-10.52413754,3.787669835,3.958741019,2.22891340599469,"0.698970004336019",0.0434294481903252,"1.62,","0.08",22.1089311784672,0,2.18884,0.87467774,0.8817518555
"GRB191004A",-10.57249958,3.859869434,-10.61040636,-10.52413754,3.787669835,3.958741019,0.387389826338729,"0.89209460269048",0.0278393898655931,"1.35,","0.08",20.7782033625948,0,1.80978,0.87467774,0.8817518555
"GRB191017B",-11.02064155,3.664634775,-11.07064437,-10.93232757,3.547347056,3.786266764,0.77451696572855,"0.278753600952829",0.0685728129320924,"1.82,","0.2",20.9927762758534,0,1.54322,1.070748196,1.0670177985
"GRB191029A",-12.0011996,4.214169923,-12.12479163,-11.82652738,4.071792057,4.358095756,1.59659709562646,"0.0413926851582251",0.118443949609978,"1.77,","0.21",20.5421018299469,0,1.80812,1.312003004,1.2789020695
"GRB191101A",-11.35506604,4.467589848,-11.40080246,-11.30898238,4.410021345,4.540554425,2.1397217048152,"0.113943352306837",0.100221803516135,"1.78,","0.18",20.8833928275429,0,1.9989,0.954135398,0.960751407
"GRB191123A",-11.22175607,4.197593038,-11.34557085,-11.10498792,4.118143503,4.299538485,2.43949059038968,"0.0791812460476248",0.072382413650542,"1.67,","0.25",20.6812412373756,0,1.98,1.542811774,1.552963801
"GRB191220A",-11.74516561,4.052629652,-11.8979218,-11.61068264,3.788878148,4.423186909,2.24440083380137,"0.0413926851582251",0.157925266146637,"2.12,","0.4",21.18385616163,0,1.99781,0.635127087,0.627583076
"GRB191228A",-10.44176367,3.806005268,-10.52780784,-10.34633978,3.740368185,3.894494036,2.22245633667925,"-0.221848749616356",0.144764827301084,"2.06,","0.14",21.5497699611327,0,2.16743,1.306703041,1.307386854
"GRB200109A",-10.21589708,2.763790636,-10.4589448,-10.04540873,2.655713991,2.973942525,2.04921802267018,"-0.154901959985743",0.124084137686643,"1.31,","0.14",21.8561093223049,0,1.66765,1.387930316,1.4018198095
"GRB200227A",-9.740282109,2.990939635,-9.831990958,-9.642982857,2.895848525,3.111443493,1.51587384371168,"0.755874855672491",0.0304768057475966,"1.15,","0.19",21.7481880270062,0,1.83,1.235502167,1.241607464
"GRB200303A",-9.626275458,3.689082283,-9.667629129,-9.57164881,3.62705803,3.755834798,1.97405090279288,"0.698970004336019",0.0260576689141951,"1.39,","0.17",21.8771686662241,0,2.38226,1.294775771,1.2991083155
"GRB200306A",-11.0881633,4.199174663,-11.19265197,-10.98585929,4.13270772,4.304989264,1.51679970408162,"0.845098040014257",0.0186126206529965,"1.06,","0.15",21.6691261955223,0,2.04359,1.50060078,1.5140978025
"GRB200306C",-9.967258901,3.062508242,-10.03169389,-9.895512497,3.006700579,3.145147892,1.72835378202123,"0.113943352306837",0.100221803516135,"0.83,","0.12",20.62833067959,0,1.56127,1.485105316,1.4958746495
"GRB200324A",-10.57326696,3.566879478,-10.64754323,-10.48862131,3.491647822,3.684250017,NA,"-0.154901959985743",0.124084137686643,"1.72,","0.15",21.4273708661977,0,1.93506,1.275683047,1.2846376095
"GRB200409A",-11.17146422,3.603207968,-11.25298914,-11.08646063,3.529554601,3.698457534,1.25309558584903,"0.0791812460476248",0.072382413650542,"2.14,","0.44",20.631696357522,0,2.0354,1.300863508,1.3056478925
"GRB200410A",-10.6644684,3.689712507,-10.71324682,-10.60105179,3.600886685,3.812763927,2.03662889536216,"0.255272505103306",0.072382413650542,"1.41,","0.31",21.4770983812746,0,2.06836,0.921858886,0.930462455
"GRB200519A",-10.01327888,4.08556622,-10.06898627,-9.944958858,4.034354969,4.13548162,1.85660806843694,"1.31386722036915",0.0105411282015352,"1.42,","0.03",21.675651883099,0,1.76388,1.462815998,1.46221284
"GRB200711A",-9.751789117,3.462520743,-9.810378261,-9.688760851,3.376367057,3.569349645,1.46819958607261,"0.886490725172482",0.0564018807666561,"1.42,","0.1",22.2171134514777,0,2.01181,1.178020802,1.1854921135
"GRB200713A",-11.23774036,4.378137384,-11.29606025,-11.15695919,4.295579357,4.465908233,1.6900187807887,"-0.0969100130080564",0.162860430713719,"2.48,","0.32",21.2317717583243,0,2.13218,1.142286648,1.1397906215
"GRB200729A",-9.86863531,3.15917508,-9.950834837,-9.792257366,3.108080268,3.246307491,2.08635983067475,"-0.154901959985743",0.186126206529965,"0.96,","0.27",21.9821231857725,0,1.38469,1.720562803,1.72837491
"GRB200906A",-11.09609497,3.841140068,-11.1539121,-11.02137965,3.723709187,3.981654787,1.85064623518307,"0.397940008672038",0.0347435585522601,"2.00,","0.09",21.8441457055812,0,2.2558,0.948827036,0.9668844115
"GRB200925B",-10.91084339,3.969339748,-11.0266017,-10.79065951,3.815799782,4.225965481,1.26126286879249,"0.477121254719662",0.0434294481903252,"2.01,","0.14",20.8749946664652,0,2.11946,1.348323817,1.3615969645
"GRB201027A",-10.71550079,3.049384967,-10.7808518,-10.6391813,2.979126554,3.130775131,2.73777290501831,"0.146128035678238",0.0930631032649825,"1.50,","0",21.1223073163146,0,1.8145,1.271595026,1.2816015965
"GRB201128A",-11.12097143,3.755648104,-11.18367014,-11.00849973,3.655788903,3.859318307,0.733197265106569,"-0.397940008672038",0.217147240951626,"1.37,","0.37",21.1868077802185,0,2.07781,1.202387676,1.2009736145
"GRB201209A",-10.36512971,4.163842298,-10.405287,-10.32222706,4.124959841,4.215075474,1.68124123737559,"1.08635983067475",0.0391576991879981,"1.56,","0.06",21.2066405195203,0,1.97912,1.163557392,1.1664947215
"GRB201223A",-11.17200546,3.554946214,-11.24043453,-11.08116891,3.475304088,3.678188585,1.46239799789896,"0.176091259055681",0.0579059309204336,"1.35,","0.13",20.608897271524,0,1.87353,1.412653305,1.427978711
"GRB201229A",-11.06840106,4.215991552,-11.11567134,-11.01240265,4.160006386,4.285564385,1.72672720902657,"0.230448921378274",0.102186936918412,"1.40,","0.29",21.1180857453337,0,1.80484,1.002994191,1.007137081
"GRB210104B",-10.47349565,3.394158757,-10.56666709,-10.3704814,3.298833431,3.557929367,1.29972515397564,"0.278753600952829",0.0685728129320924,"1.83,","0.14",22.0525373522686,0,2.2916,0.932715191,0.9415825325
"GRB210112A",-9.9388455,3.825686797,-9.964609399,-9.900637589,3.794512627,3.863437648,2.03181227133037,"1.31175386105575",0.0127110580069244,"1.45,","0.03",21.4552802010099,0,2.01845,1.350697279,1.353526742
"GRB210207B",-10.79098324,4.143050385,-10.83927056,-10.72516371,4.097169311,4.194777071,1.98086655458208,"0.491361693834273",0.0280189988324679,"1.20,","0.07",20.8570090679147,0,1.77966,1.797744516,1.7964956705
"GRB210217A",-10.77058837,3.472452434,-10.83448799,-10.70490868,3.401663902,3.567110346,0.625312450961674,"0.707570176097936",0.0425778903826717,"2.01,","0.16",21.3903782884283,0,1.97362,1.261531393,1.2661126365
"GRB210307A",-11.79616915,5.104778989,-11.92951315,-11.53282432,5.015829474,5.199753209,2.41830129131975,"0",0.0868588963806504,"1.56,","0.16",NA,0,NA,2.585712564,2.5100048995
"GRB210308A",-9.692758733,2.958780715,-9.745725895,-9.628810788,2.898369531,3.033593456,0.724275869600789,"1.13353890837022",0.0223533924509027,"0.76,","0.28",NA,0,NA,1.331948938,1.3340331535
"GRB210318B",-9.699639861,3.144735284,-9.820266572,-9.584820984,3.053957938,3.250535208,1.17464119266045,"1.16136800223497",0.0119805374318138,"1.10,","0.13",22.2041199826559,0,1.69,1.543437522,1.544644163
"GRB210419A",-11.5116339,4.250854041,-11.65109585,-11.29822905,4.081531755,4.456063085,1.80908813134635,"-0.221848749616356",0.144764827301084,"2.17,","0.24",21.280813663271,0,2.60043,1.16969055,1.161953269
"GRB210421A",-11.3785531,4.031378365,-11.58846032,-11.14178764,3.737207925,4.419275611,1.90047637138926,"0.301029995663981",0.0651441722854878,"1.10,","0.72",21.6654618563323,0,2.17119,0.92450685,0.884661719
"GRB210509A",-11.90560957,4.004941202,-12.12096541,-11.71017219,3.844518897,4.248338089,0.91487181754005,"0.0791812460476248",0.072382413650542,"0.76,","1",20.8516475712489,0,1.62964,1.464292757,1.4449832565
"GRB210712A",-11.17849959,4.14973547,-11.27233355,-11.08167616,4.063917953,4.278175245,2.13484620892477,"0.361727836017593",0.0566471063352068,"1.00,","0.53",20.9487610565673,0,1.97803,1.274050794,1.272459866
"GRB210807A",-10.33296018,4.256597633,-10.44131496,-10.1841702,4.138826329,4.376838219,2.19395897801919,"0.255272505103306",0.0965098848673893,"1.26,","0.08",21.5365248335694,0,1.70939,1.831682223,1.811553811
"GRB210807C",-9.310225715,3.150243835,-9.420812467,-9.170210572,2.989480211,3.302776301,1.95409772047919,"0.602059991327962",0.0760015343330691,"1.65,","0.06",22.774953449487,0,2.4733,1.384200696,1.3865272785
"GRB210820A",-11.63229735,3.777162379,-11.73323901,-11.52210902,3.670066128,3.949173866,2.29402509409532,"-0.0969100130080564",0.108573620475813,"2.26,","0.22",20.5545960583973,0,2.27505,1.204815871,1.207828119
"GRB210912A",-10.88968341,3.629749018,-10.95014088,-10.81278132,3.542407093,3.746858506,1.45255306322893,"0.230448921378274",0.0510934684592061,"1.61,","0.13",21.0705195738327,0,1.6687,1.089397108,1.0957752505
"GRB210930A",-10.96336905,3.235265957,-11.09054372,-10.79525973,2.926788619,3.447394817,1.07224989761351,"-0.154901959985743",0.124084137686643,"1.58,","0.19",21.7902531644311,0,2.25294,0.89594147,0.8717482075
"GRB211025A",-11.36646045,3.624243496,-11.46597603,-11.25642737,3.525110483,3.786177554,2.01494034979294,"-0.301029995663981",0.0868588963806504,"1.96,","0.28",20.3802112417116,0,2.33,1.129643755,1.1398663945
"GRB220319A",-10.71790257,2.91464161,-10.80268771,-10.62154174,2.842475582,3.038168852,0.808885867359812,"0.176091259055681",0.0579059309204336,"2.15,","0.28",21.448158856674,0,2.25813,1.225055333,1.2262053385
"GRB220325A",-11.16070525,3.571225849,-11.23054909,-11.09300642,3.448227877,3.749833454,0.544068044350276,"0.301029995663981",0.0651441722854878,"0.69,","1.13",21.6426455209933,0,1.58848,0.882606246,0.888872827
"GRB220403B",-11.16681647,4.046866898,-11.23791768,-11.05408795,3.940041414,4.149514516,1.43136376415899,"0.431363764158987",0.0482549424336946,"1.94,","0.06",21.2236290903456,0,1.89728,1.140936747,1.134736132
"GRB220408A",-10.24229187,3.528156503,-10.3060703,-10.17423225,3.442480426,3.649702934,1.23678909940929,"0.690196080028514",0.0354526107676124,"1.19,","0.57",21.2312852820137,0,1.90992,1.449972043,1.459400252
"GRB220430A",-9.655415435,3.427677584,-9.704003729,-9.590930052,3.372080867,3.501617151,1.63447727016073,"1.47129171105894",0.00880326652506591,"1.24,","0.02",22.0046024992015,0,1.83378,1.435109393,1.440285376
"GRB220518A",-10.67032295,3.31306173,-10.7819082,-10.54384319,3.19472808,3.433119495,1.08955188288645,"0.255272505103306",0.072382413650542,"1.71,","0.21",20.4258119236587,0,1.84744,1.340508705,1.3362955165
"GRB220711B",-10.74173825,3.603028081,-10.80731853,-10.67440295,3.538441758,3.698063115,1.94762974738435,"0.301029995663981",0.0868588963806504,"1.75,","0.08",21.3555978567329,0,2.07638,1.037885184,1.0436832435
"GRB220714B",-10.13248674,3.831265206,-10.23341898,-10.06535831,3.775143869,3.938377572,1.69983772586725,"0.57978359661681",0.0228576043106975,"1.92,","0.07",21.1685201699557,0,2.02899,1.297368542,1.2993083905
"GRB220715B",-10.89047431,3.636918814,-11.0227744,-10.76282118,3.526785886,3.804912201,1.6063813651106,"0.113943352306837",0.0668145356774233,"1.36,","0.11",21.9999847994271,0,2.55747,1.285330969,1.302740339
"GRB220813A",-11.07417988,3.644444987,-11.11657542,-11.01919871,3.585772778,3.737271613,NA,NA,NA,NA,NA,20.6939827029432,0,1.99747,0.924711861,0.929290228
"GRB220826A",-10.25788982,3.253766055,-10.3162086,-10.19510426,3.169544967,3.355348083,1.04688519083771,"0.414973347970818",0.0334072678387117,"1.44,","0.1",21.240733659482,0,1.84127,1.257995857,1.26365708
"GRB220930A",-9.801237915,3.448483171,-9.855821475,-9.736965557,3.377345737,3.536609342,2.25640501833417,"0.792391689498254",0.0700474970811696,"1.59,","0.13",21.8028380097959,0,1.82188,1.234482071,1.238844614
"GRB221016A",-10.35817715,3.017365909,-10.43286542,-10.28123334,2.891150828,3.216364878,1.33965015761368,"0.531478917042255",0.0383201013444046,"1.28,","0.08",21.1709349366599,0,2.04284,0.905266779,0.910036651
"GRB221024A",-10.9782179,4.424211134,-11.02585471,-10.90915342,4.391876538,4.471671534,2.07918124604762,"0.176091259055681",0.0868588963806503,"1.39,","0.25",20.7746417618409,0,1.96093,1.919295172,1.9217136425
"GRB221027B",-10.32115538,2.901465155,-10.41274516,-10.22855296,2.799504716,3.061363464,0.937517892017347,"0.531478917042255",0.0510934684592061,"2.39,","0.19",21.1055340277341,0,1.94934,0.943440412,0.9491804525
"GRB221201A",-10.25548978,3.718739045,-10.30451319,-10.20028455,3.654266374,3.811677308,1.52775875252097,"1.04921802267018",0.0232657758162456,"1.63,","0.05",21.4531071053467,0,1.98704,1.073992935,1.07831583
"GRB221216A",-11.42671009,4.47240807,-11.56989675,-11.17664628,4.388492923,4.564458326,2.24174565257064,"0.255272505103306",0.0482549424336946,"1.02,","0.36",20.6298314549841,0,1.72199,2.952339074,2.927590842
"GRB230123A",-11.67275768,3.4540002,-11.75143178,-11.54351485,3.316384123,3.655916135,0.729974285699556,"0.0413926851582251",0.0789626330733185,"2.06,","0.24",21.1853100725146,0,2.18978,1.007516025,1.00983484
"GRB230322B",-11.08844371,3.538737318,-11.13758325,-11.02157488,3.450611751,3.654964651,1.06483221973857,"0.0413926851582251",0.0789626330733185,"2.07,","0.26",20.8811351939566,0,1.99948,1.054105,1.0623002975
"GRB230405B",-9.671885021,3.096158675,-9.731464634,-9.594588881,3.018706545,3.183727841,NA,NA,NA,NA,NA,21.7299645806865,0,1.94897,1.173407881,1.1730563235
"GRB230409B",-9.73267374,3.057792946,-9.806724293,-9.641380974,2.962736877,3.173252206,0.990782691803138,"0.568201724066995",0.0586884435004394,"1.86,","0.19",22.0903688174139,0,1.97486,0.982949217,0.985006309
"GRB230606A",-11.23518382,4.076465759,-11.36018176,-11.12535399,3.979145812,4.237329052,1.21112054125805,"0.414973347970818",0.100221803516135,"1.15,","0.3",21.0605747098559,0,2.02294,1.53907387,1.5532604465
"GRB230628E",-10.71482568,3.164942495,-10.79499953,-10.62799812,3.053582387,3.296124908,0.673941998634088,"0.0413926851582251",0.118443949609978,"1.45,","0.3",21.0381991731062,0,2.00283,1.004628488,1.0037871595
"GRB230815A",-9.488056517,3.244260884,-9.601012241,-9.329103317,3.098201331,3.349461817,1.23044892137827,"1.13672056715641",0.034870359860845,"1.19,","0.1",21.9589931877309,0,1.93508,1.658513324,1.646842752
"GRB230911C",-11.8098964,4.794592912,-11.98429466,-11.63199819,4.5802724,5.178237941,1.20978301484851,"-0.154901959985743",0.124084137686643,"1.26,","0.28",21.0973343719007,0,1.85704,1.13466889,1.1580064905
"GRB231104A",-9.201987116,2.977848101,-9.280113694,-9.125045113,2.853218088,3.132043976,1.6699673699085,"1.39445168082622",0.0105071245621754,"1.24,","0.03",22.8990620648388,0,1.92885282,0.946797327,0.948317205
"GRB231205B",-10.11347313,4.006094742,-10.14024848,-10.07999372,3.977106728,4.039575083,1.67154308526257,"0.851258348719075",0.0244672947551128,"1.38,","0.05",21.6508438525303,0,2.057236542,1.400188058,1.4034157165
"GRB231214A",-9.86536251,3.248298554,-10.01125488,-9.700799404,3.157221035,3.394534693,1.44404479591808,"1.05307844348342",0.0230598839948629,"0.87,","0.23",22.0765855323441,0,2.406159215,1.691345388,1.7088858835
"GRB231230A",-10.25918193,3.656223067,-10.30120458,-10.2135854,3.606811503,3.73721055,1.18184358794477,"0.342422680822206",0.0789626330733185,"1.28,","0.1",21.6114363396266,0,1.945300942,1.299151557,1.3052450575
"GRB240101A",-10.31576042,2.880077209,-10.43911411,-10.20755783,2.763002407,3.038757504,1.19865708695442,"-0.0457574905606751",0.0965098848673893,"2.03,","0.34",21.6453034986245,0,2.11460126,1.243058136,1.2450206295
"GRB240112C",-10.00910991,3.267832071,-10.09427239,-9.922145676,3.202911815,3.357971737,NA,NA,NA,NA,NA,21.32830773195,0,1.954809978,1.217628238,1.220241446
"GRB240123A",-11.33535602,4.077055229,-11.40854335,-11.25257707,3.996578279,4.179634621,2.0618293072947,"0.0413926851582251",0.118443949609978,"1.69,","0.23",20.4281736827103,0,2.037532978,1.069414171,1.071045091
"GRB240204A",-10.62942195,3.813072986,-10.6734375,-10.57800611,3.74653358,3.900197361,1.2771506139638,"1.34439227368511",0.0294770010341574,"1.21,","0.28",21.9826204151316,0,2.28608484,0.955485113,0.9579046775
